success_rate,stratum,group,subgroup,stratum_1,stratum_2,stratum_3,stratum_4,stratum_5,stratum_6,stratum_7,subgroup_1,subgroup_2,subgroup_3,group_int_subgroup1,group_int_subgroup2,group_int_subgroup3,group_int_stratum1,group_int_stratum2,group_int_stratum3,group_int_stratum4,group_int_stratum5,group_int_stratum6,group_int_stratum7
0.1428571428571428,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.25,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0434782608695652,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0629921259842519,7,1,3,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,0,0,1
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.054054054054054,2,0,2,False,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.3333333333333333,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0769230769230769,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.1538461538461538,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.5,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,3,0,2,False,False,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,2,1,2,False,True,False,False,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0566037735849056,3,0,2,False,False,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.25,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
1.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,4,1,2,False,False,False,True,False,False,False,False,True,False,0,1,0,0,0,0,1,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.1063829787234042,7,0,3,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,2,0,2,False,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
1.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0666666666666666,3,0,2,False,False,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0625,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0277777777777777,5,1,3,False,False,False,False,True,False,False,False,False,True,0,0,1,0,0,0,0,1,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,4,0,2,False,False,False,True,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
0.0,1,0,1,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0
0.0,1,1,1,True,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0,0,0
